Sample;Frequency (GHz);HG (mV) mean;HG (mV) std;LG (mV) mean;LG (mV) std;Thickness (mm);HG (mV) mean Transmittance;LG (mV) mean Transmittance
K1;340.0;129.03207519964974;17.04982686892436;0.1681255230589609;0.9643795582138892;2.25;0.27598802343127976;0.1798640256170726
K1;350.0;95.075762706175;14.1937068102259;0.0822476283289435;0.9448305478108172;2.25;0.1402978624492988;0.10145183172711669
K1;360.0;145.9925568381877;10.21706041175564;0.1485926869667549;0.946237764343804;2.25;20.589260094409585;0.1332817942121067
K1;370.0;135.73330633548767;10.80929045135813;0.1603533971797885;0.946696868304172;2.25;0.3338580578011351;0.33296288388822975
K1;380.0;64.98982607969528;9.563139954147363;0.0805554881336068;0.9160184268512864;2.25;0.13734033061866083;0.1388400685772727
K1;390.0;165.40123921591575;14.461693389421727;0.1950577375658279;0.9200436270338852;2.25;0.24677253824975498;0.2582637149218264
K1;400.0;65.32828645661701;8.577069017676017;0.0886303718959976;0.921895490708713;2.25;0.1947411773811506;0.21345221613416007
K1;410.0;49.65858176964607;8.924121251423006;0.064704426214757;0.8968465085975065;2.25;0.20987147910552745;0.23652398281753753
K1;420.0;42.93559080269716;9.045820808898169;0.0558707211961301;0.9179802337319682;2.25;0.2850610729373182;0.3077061301616929
K1;430.0;58.26447175973154;9.538528673014255;0.0651803909395973;0.935335777816854;2.25;0.2812127886060863;0.26522973764105784
K1;440.0;26.42070583974359;8.48217296523067;0.0324778012820512;0.917317916784952;2.25;0.11580720208083992;0.1272276377230912
K1;450.0;36.668564462283534;8.631829786704255;0.0415311957734076;0.8905613385683284;2.25;0.23780766035407552;0.24795448836739098
K1;460.0;19.113527950762016;8.458106924831805;0.0159583786635404;0.8804228159805028;2.25;0.6290083137880718;1.0421774012721903
K1;470.0;22.241089607248963;8.281889222832145;-0.0023938276886512;0.9071619975421836;2.25;0.19488304356036965;-0.020241465213457245
K1;480.0;17.269161882988037;8.381490656010802;0.0110079795739714;0.8816606013275091;2.25;0.5549868677001252;0.32021780163489955
